Location,Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Suggested_Route_Adjustment,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
People's Colony,321,46.45,16.5,1,"Avoid peak hours, use Jaranwala Road",17,4,False,False,False,1
Clock Tower,116,22.64,50.66666666666667,0,No change needed,14,3,False,True,False,0
Canal Road,323,62.83,16.166666666666664,0,Use Expressway,1,3,True,False,False,1
Kohinoor City,353,76.42,11.166666666666664,1,Divert via Satyana Road,19,1,False,True,False,1
Canal Road,90,39.88,55.0,1,No change needed,17,1,True,False,False,0
Madina Town,28,77.85,65.33333333333333,0,No change needed,12,3,True,False,False,0
Kohinoor City,332,39.31,14.666666666666664,1,Divert via Satyana Road,19,6,False,False,True,1
People's Colony,304,48.59,19.333333333333336,1,"Avoid peak hours, use Jaranwala Road",17,3,False,False,False,1
D Ground,396,13.41,5.0,0,Take small connecting roads,20,6,False,True,False,1
D Ground,264,49.44,26.0,1,Take small connecting roads,17,3,False,False,True,1
Susan Road,390,75.62,5.0,0,Use Madina Town Bypass,22,6,False,False,False,1
Kohinoor City,128,34.0,48.66666666666667,0,No change needed,0,4,False,True,False,0
Madina Town,83,13.17,56.166666666666664,0,No change needed,3,6,False,True,False,0
Ghulam Muhammad Abad,70,30.56,58.333333333333336,0,No change needed,20,4,False,False,True,0
Susan Road,335,17.88,14.166666666666664,0,Use Madina Town Bypass,1,4,False,False,False,1
Kohinoor City,52,50.44,61.333333333333336,0,No change needed,22,1,True,False,False,0
Kohinoor City,384,77.59,6.0,0,Divert via Satyana Road,2,2,False,True,False,1
Clock Tower,348,31.05,12.0,0,Use Circular Road alternative,20,3,True,False,False,1
Susan Road,31,43.82,64.83333333333333,0,No change needed,2,2,False,False,False,0
D Ground,81,27.35,56.5,0,No change needed,13,3,False,False,True,0
Clock Tower,157,33.97,43.83333333333333,0,No change needed,12,1,False,False,True,0
Clock Tower,109,57.06,51.83333333333333,1,No change needed,18,4,True,False,False,0
Clock Tower,117,68.77,50.5,0,No change needed,21,4,False,False,False,0
Canal Road,241,63.68,29.833333333333336,0,No change needed,1,0,False,False,False,1
Canal Road,63,34.9,59.5,0,No change needed,2,6,False,False,True,0
Susan Road,187,57.11,38.83333333333333,0,No change needed,4,2,False,False,False,0
Canal Road,231,24.0,31.5,0,No change needed,21,1,False,False,True,1
People's Colony,220,14.8,33.333333333333336,0,No change needed,3,2,False,False,False,1
People's Colony,183,38.4,39.5,0,No change needed,22,0,True,False,False,0
Susan Road,371,39.67,8.166666666666664,1,Use Madina Town Bypass,19,1,False,False,True,1
Susan Road,156,69.32,44.0,0,No change needed,4,6,True,False,False,0
Clock Tower,340,26.38,13.333333333333336,0,Use Circular Road alternative,22,3,False,False,False,1
Ghulam Muhammad Abad,88,20.72,55.333333333333336,1,No change needed,18,5,False,False,True,0
People's Colony,283,54.78,22.833333333333336,1,"Avoid peak hours, use Jaranwala Road",18,0,False,False,True,1
Clock Tower,371,63.18,8.166666666666664,0,Use Circular Road alternative,0,4,False,True,False,1
D Ground,305,39.3,19.166666666666664,0,Take small connecting roads,1,0,False,True,False,1
People's Colony,292,45.45,21.333333333333336,0,"Avoid peak hours, use Jaranwala Road",23,0,False,False,True,1
Ghulam Muhammad Abad,282,71.84,23.0,0,Take side streets via Millat Road,16,3,False,False,False,1
Madina Town,294,69.61,21.0,0,Use Jaranwala Bypass,14,0,False,False,True,1
Clock Tower,246,56.18,29.0,1,No change needed,17,0,False,True,False,1
Canal Road,223,60.21,32.833333333333336,1,No change needed,18,4,False,False,True,1
Susan Road,45,42.43,62.5,0,No change needed,12,5,False,False,False,0
D Ground,237,33.17,30.5,0,No change needed,4,1,True,False,False,1
D Ground,40,56.87,63.333333333333336,0,No change needed,2,2,True,False,False,0
Kohinoor City,229,32.83,31.833333333333336,0,No change needed,20,5,True,False,False,1
Ghulam Muhammad Abad,325,37.68,15.833333333333336,0,Take side streets via Millat Road,12,2,False,False,False,1
Canal Road,196,53.11,37.333333333333336,0,No change needed,16,3,False,True,False,0
Kohinoor City,266,42.66,25.666666666666664,0,Divert via Satyana Road,4,2,False,False,False,1
People's Colony,130,79.23,48.33333333333333,1,No change needed,19,5,True,False,False,0
People's Colony,393,25.12,5.0,0,"Avoid peak hours, use Jaranwala Road",21,6,False,False,False,1
People's Colony,193,39.2,37.833333333333336,0,No change needed,13,4,False,False,True,0
Ghulam Muhammad Abad,328,78.86,15.333333333333336,0,Take side streets via Millat Road,23,0,False,False,False,1
Canal Road,280,68.14,23.333333333333336,0,Use Expressway,23,0,False,True,False,1
People's Colony,297,67.05,20.5,0,"Avoid peak hours, use Jaranwala Road",0,4,True,False,False,1
Madina Town,30,46.36,65.0,0,No change needed,4,5,False,False,False,0
People's Colony,399,29.54,5.0,0,"Avoid peak hours, use Jaranwala Road",1,5,False,True,False,1
Canal Road,98,57.11,53.66666666666667,0,No change needed,16,6,False,False,False,0
Madina Town,356,77.12,10.666666666666664,0,Use Jaranwala Bypass,13,2,False,False,False,1
Madina Town,224,39.79,32.666666666666664,1,No change needed,19,5,True,False,False,1
Ghulam Muhammad Abad,124,11.67,49.33333333333333,0,No change needed,22,0,True,False,False,0
Canal Road,384,64.03,6.0,0,Use Expressway,16,2,False,False,False,1
Clock Tower,355,71.13,10.833333333333336,1,Use Circular Road alternative,17,2,False,False,False,1
Madina Town,370,45.88,8.333333333333336,1,Use Jaranwala Bypass,19,0,False,True,False,1
Clock Tower,333,21.99,14.5,0,Use Circular Road alternative,13,2,False,True,False,1
Clock Tower,281,11.62,23.166666666666664,1,Use Circular Road alternative,17,1,True,False,False,1
D Ground,181,45.02,39.83333333333333,0,No change needed,4,1,False,True,False,0
D Ground,241,26.64,29.833333333333336,0,No change needed,13,5,True,False,False,1
Susan Road,60,47.41,60.0,0,No change needed,12,3,False,False,True,0
Madina Town,99,15.29,53.5,1,No change needed,18,2,True,False,False,0
Clock Tower,153,51.88,44.5,0,No change needed,14,6,True,False,False,0
Ghulam Muhammad Abad,217,61.07,33.833333333333336,0,No change needed,22,0,False,False,False,1
Kohinoor City,218,24.97,33.666666666666664,0,No change needed,2,5,True,False,False,1
Clock Tower,73,14.94,57.833333333333336,1,No change needed,19,3,False,False,False,0
Clock Tower,275,50.36,24.166666666666664,0,Use Circular Road alternative,20,5,False,True,False,1
Susan Road,293,25.84,21.166666666666664,0,Use Madina Town Bypass,3,4,False,True,False,1
Canal Road,207,60.07,35.5,0,No change needed,12,5,False,False,False,0
People's Colony,106,68.65,52.33333333333333,0,No change needed,13,5,False,True,False,0
People's Colony,326,33.98,15.666666666666664,0,"Avoid peak hours, use Jaranwala Road",1,4,True,False,False,1
Ghulam Muhammad Abad,281,39.63,23.166666666666664,0,Take side streets via Millat Road,22,2,False,False,False,1
Madina Town,284,57.54,22.666666666666664,0,Use Jaranwala Bypass,16,3,True,False,False,1
Madina Town,160,42.63,43.33333333333333,0,No change needed,0,4,False,False,False,0
Susan Road,73,23.7,57.833333333333336,0,No change needed,12,3,False,True,False,0
Madina Town,251,75.05,28.166666666666664,0,Use Jaranwala Bypass,1,4,True,False,False,1
Ghulam Muhammad Abad,136,23.66,47.33333333333333,0,No change needed,2,6,False,True,False,0
People's Colony,40,28.76,63.333333333333336,0,No change needed,21,5,False,False,False,0
Madina Town,296,41.01,20.666666666666664,0,Use Jaranwala Bypass,15,5,True,False,False,1
Madina Town,278,68.45,23.666666666666664,0,Use Jaranwala Bypass,16,1,False,True,False,1
Ghulam Muhammad Abad,115,72.65,50.83333333333333,0,No change needed,13,2,False,True,False,0
People's Colony,114,54.27,51.0,1,No change needed,17,6,False,False,False,0
Kohinoor City,54,65.02,61.0,0,No change needed,20,0,False,True,False,0
Madina Town,132,18.21,48.0,0,No change needed,15,1,False,True,False,0
Kohinoor City,269,26.64,25.166666666666664,0,Divert via Satyana Road,2,6,False,False,True,1
Canal Road,111,72.34,51.5,0,No change needed,3,4,False,True,False,0
Canal Road,178,41.42,40.33333333333333,0,No change needed,13,6,True,False,False,0
D Ground,229,46.36,31.833333333333336,0,No change needed,0,2,False,False,False,1
Clock Tower,34,74.56,64.33333333333333,1,No change needed,19,3,False,False,True,0
Susan Road,257,25.61,27.166666666666664,0,Use Madina Town Bypass,2,6,False,False,True,1
Madina Town,58,55.25,60.333333333333336,0,No change needed,20,2,False,False,False,0
Kohinoor City,344,34.07,12.666666666666664,1,Divert via Satyana Road,17,5,True,False,False,1
People's Colony,143,42.41,46.16666666666667,0,No change needed,2,5,False,True,False,0
Ghulam Muhammad Abad,92,65.05,54.666666666666664,0,No change needed,1,5,False,False,False,0
D Ground,100,73.63,53.33333333333333,0,No change needed,20,2,False,False,False,0
Canal Road,158,58.72,43.66666666666667,1,No change needed,17,6,False,False,True,0
Madina Town,331,70.6,14.833333333333336,0,Use Jaranwala Bypass,23,3,True,False,False,1
Clock Tower,94,54.4,54.333333333333336,0,No change needed,2,4,False,False,False,0
Susan Road,264,37.57,26.0,0,Use Madina Town Bypass,22,0,True,False,False,1
D Ground,101,19.76,53.16666666666667,0,No change needed,13,3,False,True,False,0
Madina Town,248,18.92,28.666666666666664,0,No change needed,14,5,True,False,False,1
Madina Town,34,22.67,64.33333333333333,0,No change needed,21,6,False,False,False,0
Ghulam Muhammad Abad,130,16.17,48.33333333333333,0,No change needed,1,2,False,False,False,0
Clock Tower,177,28.04,40.5,0,No change needed,0,5,False,True,False,0
Kohinoor City,298,29.51,20.333333333333336,0,Divert via Satyana Road,0,4,False,True,False,1
Clock Tower,254,51.12,27.666666666666664,0,Use Circular Road alternative,16,6,True,False,False,1
Madina Town,89,40.22,55.166666666666664,0,No change needed,12,1,False,False,True,0
People's Colony,176,54.6,40.66666666666667,0,No change needed,3,4,True,False,False,0
D Ground,346,38.25,12.333333333333336,1,Take small connecting roads,18,5,True,False,False,1
Ghulam Muhammad Abad,125,65.63,49.16666666666667,1,No change needed,19,1,False,False,False,0
Madina Town,175,35.49,40.83333333333333,0,No change needed,2,2,False,True,False,0
Canal Road,25,30.63,65.83333333333333,0,No change needed,21,6,False,False,True,0
Susan Road,249,27.74,28.5,0,No change needed,21,3,False,True,False,1
Canal Road,104,69.44,52.66666666666667,0,No change needed,14,4,True,False,False,0
Madina Town,38,32.02,63.666666666666664,0,No change needed,4,6,True,False,False,0
Madina Town,309,42.59,18.5,1,Use Jaranwala Bypass,19,5,False,False,True,1
Canal Road,383,71.67,6.166666666666664,0,Use Expressway,20,0,False,True,False,1
Ghulam Muhammad Abad,148,52.16,45.33333333333333,0,No change needed,1,4,False,False,False,0
Madina Town,21,60.49,66.5,0,No change needed,3,4,False,False,True,0
Ghulam Muhammad Abad,336,59.89,14.0,0,Take side streets via Millat Road,13,2,False,False,False,1
Ghulam Muhammad Abad,385,44.14,5.833333333333329,0,Take side streets via Millat Road,4,4,True,False,False,1
Susan Road,67,15.99,58.833333333333336,1,No change needed,19,3,False,False,True,0
Susan Road,315,48.03,17.5,0,Use Madina Town Bypass,23,5,False,True,False,1
Canal Road,172,74.6,41.33333333333333,0,No change needed,21,2,False,False,True,0
Susan Road,149,29.06,45.16666666666667,0,No change needed,2,4,False,False,False,0
Ghulam Muhammad Abad,346,30.83,12.333333333333336,0,Take side streets via Millat Road,14,0,False,False,False,1
Susan Road,361,51.27,9.833333333333336,0,Use Madina Town Bypass,2,3,False,False,True,1
D Ground,111,42.21,51.5,0,No change needed,4,6,True,False,False,0
Susan Road,360,14.02,10.0,1,Use Madina Town Bypass,18,5,False,False,True,1
Canal Road,223,51.01,32.833333333333336,0,No change needed,22,3,False,False,False,1
Susan Road,231,31.08,31.5,0,No change needed,1,1,False,True,False,1
Susan Road,390,37.41,5.0,1,Use Madina Town Bypass,19,2,True,False,False,1
Kohinoor City,152,62.88,44.66666666666667,0,No change needed,0,0,True,False,False,0
Madina Town,273,50.12,24.5,0,Use Jaranwala Bypass,16,2,True,False,False,1
People's Colony,387,44.83,5.5,0,"Avoid peak hours, use Jaranwala Road",16,6,False,True,False,1
Kohinoor City,162,73.2,43.0,0,No change needed,1,0,False,False,True,0
Madina Town,268,33.3,25.333333333333336,0,Use Jaranwala Bypass,2,2,False,False,False,1
Susan Road,323,32.3,16.166666666666664,0,Use Madina Town Bypass,2,0,True,False,False,1
Susan Road,324,19.56,16.0,0,Use Madina Town Bypass,0,5,True,False,False,1
Ghulam Muhammad Abad,66,18.72,59.0,0,No change needed,3,0,False,False,True,0
D Ground,370,58.16,8.333333333333336,0,Take small connecting roads,15,0,True,False,False,1
Ghulam Muhammad Abad,53,61.61,61.166666666666664,0,No change needed,14,1,True,False,False,0
Ghulam Muhammad Abad,202,51.62,36.333333333333336,0,No change needed,12,2,True,False,False,0
Madina Town,32,29.2,64.66666666666667,1,No change needed,18,5,False,False,False,0
Clock Tower,315,56.87,17.5,1,Use Circular Road alternative,17,4,False,False,False,1
Clock Tower,42,47.33,63.0,0,No change needed,1,1,False,False,False,0
Canal Road,58,58.19,60.333333333333336,0,No change needed,22,0,False,False,True,0
D Ground,143,71.85,46.16666666666667,0,No change needed,1,2,False,False,True,0
Madina Town,373,49.3,7.833333333333336,0,Use Jaranwala Bypass,23,4,False,False,True,1
Canal Road,143,67.21,46.16666666666667,0,No change needed,23,4,False,False,True,0
Clock Tower,199,35.64,36.833333333333336,0,No change needed,22,4,False,True,False,0
Canal Road,263,67.19,26.166666666666664,0,Use Expressway,2,5,False,False,False,1
People's Colony,85,13.32,55.833333333333336,1,No change needed,18,4,False,False,True,0
Susan Road,333,44.34,14.5,0,Use Madina Town Bypass,14,2,True,False,False,1
Clock Tower,75,79.17,57.5,0,No change needed,2,4,False,False,True,0
Susan Road,230,41.6,31.666666666666664,0,No change needed,20,1,False,False,False,1
Ghulam Muhammad Abad,238,20.18,30.333333333333336,0,No change needed,20,5,False,False,False,1
People's Colony,197,78.66,37.166666666666664,0,No change needed,3,1,False,False,False,0
Canal Road,129,35.19,48.5,0,No change needed,21,6,False,False,False,0
Ghulam Muhammad Abad,178,72.52,40.33333333333333,0,No change needed,0,1,False,False,True,0
Susan Road,89,62.03,55.166666666666664,0,No change needed,15,0,False,True,False,0
Susan Road,41,33.39,63.166666666666664,0,No change needed,16,2,False,True,False,0
D Ground,326,13.13,15.666666666666664,0,Take small connecting roads,3,5,False,True,False,1
Canal Road,212,30.63,34.666666666666664,0,No change needed,1,5,False,False,True,0
Clock Tower,392,50.81,5.0,0,Use Circular Road alternative,0,3,False,False,False,1
Canal Road,378,53.2,7.0,0,Use Expressway,3,5,False,False,True,1
D Ground,103,59.21,52.83333333333333,0,No change needed,22,6,False,False,False,0
Kohinoor City,110,68.52,51.66666666666667,0,No change needed,3,1,False,True,False,0
D Ground,345,37.67,12.5,0,Take small connecting roads,3,1,False,True,False,1
Ghulam Muhammad Abad,385,52.27,5.833333333333329,0,Take side streets via Millat Road,22,0,False,False,False,1
Susan Road,360,39.89,10.0,0,Use Madina Town Bypass,12,3,True,False,False,1
Madina Town,320,39.92,16.666666666666664,0,Use Jaranwala Bypass,2,2,True,False,False,1
Susan Road,94,20.53,54.333333333333336,0,No change needed,16,3,False,True,False,0
Ghulam Muhammad Abad,176,74.09,40.66666666666667,0,No change needed,16,2,True,False,False,0
Canal Road,249,37.35,28.5,0,No change needed,23,3,False,False,True,1
Kohinoor City,226,47.6,32.333333333333336,0,No change needed,22,3,True,False,False,1
Kohinoor City,101,39.94,53.16666666666667,0,No change needed,13,6,False,False,True,0
Canal Road,359,61.91,10.166666666666664,0,Use Expressway,22,6,False,False,True,1
Susan Road,47,61.63,62.166666666666664,0,No change needed,12,0,True,False,False,0
Clock Tower,179,70.25,40.16666666666667,0,No change needed,14,6,False,False,True,0
Clock Tower,195,56.53,37.5,1,No change needed,17,3,False,True,False,0
Madina Town,282,26.13,23.0,0,Use Jaranwala Bypass,21,6,False,False,True,1
Canal Road,348,20.45,12.0,1,Use Expressway,18,1,False,False,False,1
People's Colony,205,10.37,35.833333333333336,1,No change needed,19,5,False,False,True,0
Clock Tower,397,68.46,5.0,0,Use Circular Road alternative,16,5,False,False,False,1
Clock Tower,309,45.36,18.5,0,Use Circular Road alternative,15,2,False,False,True,1
Clock Tower,167,40.61,42.16666666666667,0,No change needed,3,6,True,False,False,0
Susan Road,369,16.93,8.5,0,Use Madina Town Bypass,15,6,False,False,True,1
Clock Tower,248,76.43,28.666666666666664,0,No change needed,0,5,False,False,True,1
Canal Road,200,69.64,36.666666666666664,0,No change needed,20,3,True,False,False,0
Kohinoor City,170,23.21,41.66666666666667,0,No change needed,13,5,False,False,False,0
Kohinoor City,389,69.58,5.166666666666671,0,Divert via Satyana Road,13,6,False,False,False,1
Ghulam Muhammad Abad,41,76.11,63.166666666666664,0,No change needed,16,2,False,False,False,0
Clock Tower,131,75.23,48.16666666666667,0,No change needed,22,5,True,False,False,0
Susan Road,67,76.32,58.833333333333336,0,No change needed,1,4,False,True,False,0
Kohinoor City,208,48.25,35.333333333333336,1,No change needed,17,6,False,False,False,0
Susan Road,30,59.47,65.0,0,No change needed,3,2,False,False,False,0
Clock Tower,221,38.55,33.166666666666664,1,No change needed,18,3,False,False,True,1
People's Colony,348,30.82,12.0,0,"Avoid peak hours, use Jaranwala Road",3,1,False,False,True,1
